#SUBMITTED ID	FBID_KEY	CLASSICAL_ALLELES	GENE_MODEL_STATUS	SPECIES	SYMBOL
Streak	FBgn0003414	Streak[1]	Unannotated	melanogaster	Streak
Strica	FBgn0033051	Strica[c02188] <newline> Strica[e00821] <newline> Strica[1] <newline> Strica[2] <newline> Strica[3] <newline> Strica[d06491] <newline> Strica[GS16231] <newline> Strica[4] <newline> Strica[0944-G4]	Current	melanogaster	Strica
Strip	FBgn0035437	Strip[myc] <newline> Strip[CB02228] <newline> Strip[e04482] <newline> Strip[f01271] <newline> Strip[dogi] <newline> Strip[G7172]	Current	melanogaster	Strip
Strn-Mlck	FBgn0265045	Strn-Mlck[MI09948] <newline> Strn-Mlck[C234] <newline> Strn-Mlck[c02860] <newline> Strn-Mlck[e01878] <newline> Strn-Mlck[e02100] <newline> Strn-Mlck[e02266] <newline> Strn-Mlck[f01482] <newline> Strn-Mlck[f02175] <newline> Strn-Mlck[f04333] <newline> Strn-Mlck[f05615] <newline> Strn-Mlck[MI00790] <newline> Strn-Mlck[MI00830] <newline> Strn-Mlck[MI02893] <newline> Strn-Mlck[MI06460]	Current	melanogaster	Strn-Mlck
Strumpellin	FBgn0036571	-	Current	melanogaster	Strumpellin
Stt3A	FBgn0031149	Stt3A[KG03333]	Current	melanogaster	Stt3A
Stt3B	FBgn0011336	Stt3B[c04969] <newline> Stt3B[e03710] <newline> Stt3B[j2D9]	Current	melanogaster	Stt3B
Stumpy	FBgn0003516	Stumpy[1]	Unannotated	melanogaster	Stumpy
Styp\sopB	FBgn0084723	-	Not Applicable	typhimurium	Styp\sopB
Su(H)	FBgn0004837	Su(H)[1] <newline> Su(H)[10] <newline> Su(H)[11] <newline> Su(H)[12] <newline> Su(H)[13] <newline> Su(H)[14] <newline> Su(H)[15] <newline> Su(H)[16] <newline> Su(H)[2] <newline> Su(H)[226.1] <newline> Su(H)[3] <newline> Su(H)[4] <newline> Su(H)[5] <newline> Su(H)[6] <newline> Su(H)[7] <newline> Su(H)[8] <newline> Su(H)[9] <newline> Su(H)[AM1] <newline> Su(H)[E(H)] <newline> Su(H)[E86] <newline> Su(H)[EY07695] <newline> Su(H)[IB115] <newline> Su(H)[In-L101] <newline> Su(H)[In-L12] <newline> Su(H)[In-L14] <newline> Su(H)[In-L18] <newline> Su(H)[In-L19] <newline> Su(H)[In-L21] <newline> Su(H)[In-L3] <newline> Su(H)[In-L31] <newline> Su(H)[In-L4] <newline> Su(H)[M28] <newline> Su(H)[O5] <newline> Su(H)[P183] <newline> Su(H)[St-L106] <newline> Su(H)[St-L111] <newline> Su(H)[St-L120] <newline> Su(H)[St-L124] <newline> Su(H)[St-L127] <newline> Su(H)[St-L13] <newline> Su(H)[St-L26] <newline> Su(H)[St-L27] <newline> Su(H)[St-L28] <newline> Su(H)[St-L5] <newline> Su(H)[St-L7] <newline> Su(H)[T4] <newline> Su(H)[del47] <newline> Su(H)[eBC11] <newline> Su(H)[hs.PS.8] <newline> Su(H)[k07904] <newline> Su(H)[rv1] <newline> Su(H)[rv2] <newline> Su(H)[sA21] <newline> Su(H)[sK2] <newline> Su(H)[sO10] <newline> Su(H)[unspecified] <newline> Su(H)[05] <newline> Su(H)[8B1] <newline> Su(H)[EG37]	Current	melanogaster	Su(H)
Su(Mir)1-1A2-2	FBgn0264287	Su(Mir)1-1A2-2[1A2-2]	Unannotated	melanogaster	Su(Mir)1-1A2-2
Su(Mir)1E3-2	FBgn0264284	Su(Mir)1E3-2[1E3-2]	Unannotated	melanogaster	Su(Mir)1E3-2
Su(Mir)2A2-1	FBgn0264281	Su(Mir)2A2-1[2A2-1]	Unannotated	melanogaster	Su(Mir)2A2-1
Su(Mir)2E2-3	FBgn0264283	Su(Mir)2E2-3[2E2-3]	Unannotated	melanogaster	Su(Mir)2E2-3
Su(Mir)2	FBgn0264276	Su(Mir)2[1C2-2] <newline> Su(Mir)2[2H3-1] <newline> Su(Mir)2[1E3-5] <newline> Su(Mir)2[1J3-4b]	Unannotated	melanogaster	Su(Mir)2
Su(Mir)3C2-1	FBgn0264282	Su(Mir)3C2-1[3C2-1]	Unannotated	melanogaster	Su(Mir)3C2-1
Su(Mir)3D1-1	FBgn0264280	Su(Mir)3D1-1[3D1-1]	Unannotated	melanogaster	Su(Mir)3D1-1
Su(Mir)3	FBgn0264277	Su(Mir)3[1H2-1a] <newline> Su(Mir)3[1A2-1] <newline> Su(Mir)3[1G3-1a]	Unannotated	melanogaster	Su(Mir)3
Su(P)	FBgn0004465	Su(P)[EY13245] <newline> Su(P)[GlSbH] <newline> Su(P)[TW2] <newline> Su(P)[TW9] <newline> Su(P)[db] <newline> Su(P)[hd48] <newline> Su(P)[hd5] <newline> Su(P)[pe] <newline> Su(P)[pr26]	Current	melanogaster	Su(P)
Su(PDS)P80	FBgn0082614	Su(PDS)P80[P80]	Unannotated	melanogaster	Su(PDS)P80
Su(PDS)P86	FBgn0082613	Su(PDS)P86[P86]	Unannotated	melanogaster	Su(PDS)P86
Su(Pc)37D	FBgn0003571	Su(Pc)37D[1]	Unannotated	melanogaster	Su(Pc)37D
Su(Sd)2a-1	FBgn0062255	Su(Sd)2a-1[2a-1]	Unannotated	melanogaster	Su(Sd)2a-1
Su(Sd)4a-2	FBgn0062254	Su(Sd)4a-2[4a-2]	Unannotated	melanogaster	Su(Sd)4a-2
Su(Ste)	FBgn0003582	Su(Ste)[unspecified]	Unannotated	melanogaster	Su(Ste)
Su(SuRaf1)10	FBgn0026357	Su(SuRaf1)10[10]	Unannotated	melanogaster	Su(SuRaf1)10
Su(SuRaf1)11	FBgn0026356	Su(SuRaf1)11[11]	Unannotated	melanogaster	Su(SuRaf1)11
Su(SuRaf1)12	FBgn0026355	Su(SuRaf1)12[12]	Unannotated	melanogaster	Su(SuRaf1)12
Su(SuRaf1)19-2	FBgn0026354	Su(SuRaf1)19-2[19-2]	Unannotated	melanogaster	Su(SuRaf1)19-2
Su(SuRaf1)1	FBgn0026358	Su(SuRaf1)1[1]	Unannotated	melanogaster	Su(SuRaf1)1
Su(SuRaf1)2	FBgn0026353	Su(SuRaf1)2[2]	Unannotated	melanogaster	Su(SuRaf1)2
Su(SuRaf1)A2-1	FBgn0026352	Su(SuRaf1)A2-1[A2-1]	Unannotated	melanogaster	Su(SuRaf1)A2-1
Su(SuRaf1)IV	FBgn0026351	Su(SuRaf1)IV[4] <newline> Su(SuRaf1)IV[A7-2]	Unannotated	melanogaster	Su(SuRaf1)IV
Su(Tpl)	FBgn0014037	Su(Tpl)[10] <newline> Su(Tpl)[17] <newline> Su(Tpl)[38] <newline> Su(Tpl)[DG12505] <newline> Su(Tpl)[DI998] <newline> Su(Tpl)[EP1113] <newline> Su(Tpl)[EY08138] <newline> Su(Tpl)[EY08696] <newline> Su(Tpl)[EZ1217] <newline> Su(Tpl)[J34] <newline> Su(Tpl)[J34R] <newline> Su(Tpl)[JE3] <newline> Su(Tpl)[JK58] <newline> Su(Tpl)[S-192] <newline> Su(Tpl)[S-705] <newline> Su(Tpl)[S000606] <newline> Su(Tpl)[S085401] <newline> Su(Tpl)[XS-706] <newline> Su(Tpl)[j3D4] <newline> Su(Tpl)[s1] <newline> Su(Tpl)[s2] <newline> Su(Tpl)[s95] <newline> Su(Tpl)[unspecified] <newline> Su(Tpl)[YD0409] <newline> Su(Tpl)[CPTI100008] <newline> Su(Tpl)[CPTI001029] <newline> Su(Tpl)[CPTI001018] <newline> Su(Tpl)[CPTI000783] <newline> Su(Tpl)[CPTI000232] <newline> Su(Tpl)[CA06613] <newline> Su(Tpl)[DG14402] <newline> Su(Tpl)[EP3-2015] <newline> Su(Tpl)[MI07934] <newline> Su(Tpl)[MI07934-GFSTF.1-X]	Current	melanogaster	Su(Tpl)
Su(da - unknown ID - please use IDConverter
Su(dpp)39CDE	FBgn0026346	Su(dpp)39CDE[1]	Unannotated	melanogaster	Su(dpp)39CDE
Su(dpp)YE10	FBgn0062253	Su(dpp)YE10[YE10]	Unannotated	melanogaster	Su(dpp)YE10
Su(dpp)YE12	FBgn0084432	Su(dpp)YE12[YE12]	Unannotated	melanogaster	Su(dpp)YE12
Su(dpp)YE28	FBgn0084326	Su(dpp)YE28[YE28]	Unannotated	melanogaster	Su(dpp)YE28
Su(dpp)YE2	FBgn0084640	Su(dpp)YE2[YE2]	Unannotated	melanogaster	Su(dpp)YE2
Su(dpp)YE31	FBgn0084894	Su(dpp)YE31[YE31]	Unannotated	melanogaster	Su(dpp)YE31
Su(dpp)YE5	FBgn0084653	Su(dpp)YE5[YE5]	Unannotated	melanogaster	Su(dpp)YE5
Su(dx)	FBgn0003557	Su(dx)[1] <newline> Su(dx)[2] <newline> Su(dx)[32] <newline> Su(dx)[4] <newline> Su(dx)[56] <newline> Su(dx)[KG02902] <newline> Su(dx)[sp] <newline> Su(dx)[EP-735] <newline> Su(dx)[SH0138] <newline> Su(dx)[f02193]	Current	melanogaster	Su(dx)
Su(f)D	FBgn0003560	Su(f)D[1]	Unannotated	melanogaster	Su(f)D
Su(fu)	FBgn0005355	Su(fu)[1] <newline> Su(fu)[12d] <newline> Su(fu)[E] <newline> Su(fu)[LP] <newline> Su(fu)[unspecified] <newline> Su(fu)[HP37259] <newline> Su(fu)[HP31389]	Current	melanogaster	Su(fu)
Su(hh)III	FBgn0043564	Su(hh)III[III]	Unannotated	melanogaster	Su(hh)III
Su(hh)IV	FBgn0043563	Su(hh)IV[IV]	Unannotated	melanogaster	Su(hh)IV
Su(mg)1-7	FBgn0023161	Su(mg)1-7[1-7]	Unannotated	melanogaster	Su(mg)1-7
Su(mg)2-2	FBgn0023157	Su(mg)2-2[2-2]	Unannotated	melanogaster	Su(mg)2-2
Su(mg)2-3	FBgn0023156	Su(mg)2-3[2-3]	Unannotated	melanogaster	Su(mg)2-3
Su(rdgB)116	FBgn0026345	Su(rdgB)116[116]	Unannotated	melanogaster	Su(rdgB)116
Su(ro - unknown ID - please use IDConverter
Su(rst)B16	FBgn0044010	Su(rst)B16[B16]	Unannotated	melanogaster	Su(rst)B16
Su(rst)B183	FBgn0044009	Su(rst)B183[B183]	Unannotated	melanogaster	Su(rst)B183
Su(rst)B188	FBgn0044008	Su(rst)B188[B188]	Unannotated	melanogaster	Su(rst)B188
Su(rst)B52	FBgn0044007	Su(rst)B52[B52]	Unannotated	melanogaster	Su(rst)B52
Su(rst)C103	FBgn0044006	Su(rst)C103[C103]	Unannotated	melanogaster	Su(rst)C103
Su(rst)C134	FBgn0044005	Su(rst)C134[C134] <newline> Su(rst)C134[G30] <newline> Su(rst)C134[I47] <newline> Su(rst)C134[J88]	Unannotated	melanogaster	Su(rst)C134
Su(rst)C195	FBgn0044004	Su(rst)C195[C195]	Unannotated	melanogaster	Su(rst)C195
Su(rst)C40	FBgn0044000	Su(rst)C40[C40]	Unannotated	melanogaster	Su(rst)C40
Su(rst)C451	FBgn0043999	Su(rst)C451[C451] <newline> Su(rst)C451[E41]	Unannotated	melanogaster	Su(rst)C451
Su(rst)C478	FBgn0043998	Su(rst)C478[C478]	Unannotated	melanogaster	Su(rst)C478
Su(rst)C94	FBgn0043997	Su(rst)C94[C94]	Unannotated	melanogaster	Su(rst)C94
Su(rst)D121	FBgn0043996	Su(rst)D121[D121] <newline> Su(rst)D121[I42]	Unannotated	melanogaster	Su(rst)D121
Su(rst)D124	FBgn0043995	Su(rst)D124[D124]	Unannotated	melanogaster	Su(rst)D124
Su(rst)D207	FBgn0043994	Su(rst)D207[D207]	Unannotated	melanogaster	Su(rst)D207
Su(rst)D231	FBgn0043993	Su(rst)D231[D231]	Unannotated	melanogaster	Su(rst)D231
Su(rst)D49	FBgn0043992	Su(rst)D49[D49]	Unannotated	melanogaster	Su(rst)D49
Su(rst)E156	FBgn0043988	Su(rst)E156[E156]	Unannotated	melanogaster	Su(rst)E156
Su(rst)E218	FBgn0043987	Su(rst)E218[E218] <newline> Su(rst)E218[E287]	Unannotated	melanogaster	Su(rst)E218
Su(rst)E252	FBgn0043986	Su(rst)E252[E252]	Unannotated	melanogaster	Su(rst)E252
Su(rst)E290	FBgn0043985	Su(rst)E290[E290]	Unannotated	melanogaster	Su(rst)E290
Su(rst)E304	FBgn0043984	Su(rst)E304[E304]	Unannotated	melanogaster	Su(rst)E304
Su(rst)G67	FBgn0043981	Su(rst)G67[G67]	Unannotated	melanogaster	Su(rst)G67
Su(sc)	FBgn0003578	Su(sc)[1]	Unannotated	melanogaster	Su(sc)
Su(ss)	FBgn0003581	Su(ss)[1] <newline> Su(ss)[2] <newline> Su(ss)[3]	Unannotated	melanogaster	Su(ss)
Su(tor)1-163	FBgn0014040	Su(tor)1-163[1]	Unannotated	melanogaster	Su(tor)1-163
Su(tor)1-1	FBgn0014038	Su(tor)1-1[134] <newline> Su(tor)1-1[19] <newline> Su(tor)1-1[285] <newline> Su(tor)1-1[352]	Unannotated	melanogaster	Su(tor)1-1
Su(tor)2-15	FBgn0014043	Su(tor)2-15[1]	Unannotated	melanogaster	Su(tor)2-15
Su(tor)2-180	FBgn0014044	Su(tor)2-180[1]	Unannotated	melanogaster	Su(tor)2-180
Su(tor)2-187-1	FBgn0014045	Su(tor)2-187-1[1]	Unannotated	melanogaster	Su(tor)2-187-1
Su(tor)2-237	FBgn0014048	Su(tor)2-237[1]	Unannotated	melanogaster	Su(tor)2-237
Su(tor)2-278	FBgn0014049	Su(tor)2-278[1]	Unannotated	melanogaster	Su(tor)2-278
Su(tor)2-28	FBgn0014050	Su(tor)2-28[1]	Unannotated	melanogaster	Su(tor)2-28
Su(tor)2-321	FBgn0014053	Su(tor)2-321[1]	Unannotated	melanogaster	Su(tor)2-321
Su(tor)2-341	FBgn0014054	Su(tor)2-341[1]	Unannotated	melanogaster	Su(tor)2-341
Su(tor)2-3	FBgn0014052	Su(tor)2-3[1] <newline> Su(tor)2-3[361]	Unannotated	melanogaster	Su(tor)2-3
Su(tor)2-408	FBgn0014057	Su(tor)2-408[1]	Unannotated	melanogaster	Su(tor)2-408
Su(tor)2-48	FBgn0014058	Su(tor)2-48[1]	Unannotated	melanogaster	Su(tor)2-48
Su(tor)2-4	FBgn0014056	Su(tor)2-4[417] <newline> Su(tor)2-4[68]	Unannotated	melanogaster	Su(tor)2-4
Su(tor)2-93	FBgn0014061	Su(tor)2-93[1]	Unannotated	melanogaster	Su(tor)2-93
Su(tor)3-1	FBgn0014062	Su(tor)3-1[38] <newline> Su(tor)3-1[42]	Unannotated	melanogaster	Su(tor)3-1
Su(tor)3-293	FBgn0014064	Su(tor)3-293[1]	Unannotated	melanogaster	Su(tor)3-293
Su(tor)3-307	FBgn0014065	Su(tor)3-307[1]	Unannotated	melanogaster	Su(tor)3-307
Su(tor)3-337	FBgn0014067	Su(tor)3-337[1]	Unannotated	melanogaster	Su(tor)3-337
Su(tor)3-8	FBgn0014069	Su(tor)3-8[1]	Unannotated	melanogaster	Su(tor)3-8
Su(tor)3-91	FBgn0014070	Su(tor)3-91[1]	Unannotated	melanogaster	Su(tor)3-91
Su(var)2-10	FBgn0003612	Su(var)2-10[CC02013] <newline> Su(var)2-10[+t15] <newline> Su(var)2-10[03] <newline> Su(var)2-10[03697] <newline> Su(var)2-10[1] <newline> Su(var)2-10[1bb] <newline> Su(var)2-10[2] <newline> Su(var)2-10[5bb] <newline> Su(var)2-10[8aa] <newline> Su(var)2-10[DG30403] <newline> Su(var)2-10[EY01453] <newline> Su(var)2-10[Pex74a] <newline> Su(var)2-10[unspecified] <newline> Su(var)2-10[zimp-2] <newline> Su(var)2-10[MI03442] <newline> Su(var)2-10[5-SZ-3600]	Current	melanogaster	Su(var)2-10
Su(var)2-11	FBgn0003613	Su(var)2-11[01] <newline> Su(var)2-11[2-11]	Unannotated	melanogaster	Su(var)2-11
Su(var)2-12	FBgn0003614	Su(var)2-12[2-12]	Unannotated	melanogaster	Su(var)2-12
Su(var)2-1	FBgn0004849	Su(var)2-1[06] <newline> Su(var)2-1[07] <newline> Su(var)2-1[1] <newline> Su(var)2-1[10] <newline> Su(var)2-1[101] <newline> Su(var)2-1[2] <newline> Su(var)2-1[2-13] <newline> Su(var)2-1[2-7] <newline> Su(var)2-1[201] <newline> Su(var)2-1[207] <newline> Su(var)2-1[210-1] <newline> Su(var)2-1[213] <newline> Su(var)2-1[214] <newline> Su(var)2-1[215] <newline> Su(var)2-1[216] <newline> Su(var)2-1[3] <newline> Su(var)2-1[4] <newline> Su(var)2-1[42.9] <newline> Su(var)2-1[5] <newline> Su(var)2-1[7] <newline> Su(var)2-1[8] <newline> Su(var)2-1[unspecified] <newline> Su(var)2-1[v1] <newline> Su(var)2-1[v9]	Unannotated	melanogaster	Su(var)2-1
Su(var)2-2	FBgn0004694	Su(var)2-2[01] <newline> Su(var)2-2[2-2]	Unannotated	melanogaster	Su(var)2-2
Su(var)2-3	FBgn0003590	Su(var)2-3[2-3]	Unannotated	melanogaster	Su(var)2-3
Su(var)2-4	FBgn0003587	Su(var)2-4[01]	Unannotated	melanogaster	Su(var)2-4
Su(var)2-8	FBgn0003588	Su(var)2-8[01] <newline> Su(var)2-8[2-8]	Unannotated	melanogaster	Su(var)2-8
Su(var)2-9	FBgn0003591	Su(var)2-9[2-9]	Unannotated	melanogaster	Su(var)2-9
Su(var)2-HP2	FBgn0026427	Su(var)2-HP2[230] <newline> Su(var)2-HP2[288] <newline> Su(var)2-HP2[692] <newline> Su(var)2-HP2[e02091] <newline> Su(var)2-HP2[Q714X] <newline> Su(var)2-HP2[Q770X] <newline> Su(var)2-HP2[Q895X] <newline> Su(var)2-HP2[R920X] <newline> Su(var)2-HP2[C1070X] <newline> Su(var)2-HP2[Q1187X] <newline> Su(var)2-HP2[Q2097X] <newline> Su(var)2-HP2[Q2259X] <newline> Su(var)2-HP2[C2540X] <newline> Su(var)2-HP2[Q2543X] <newline> Su(var)2-HP2[R2750X] <newline> Su(var)2-HP2[P2763L] <newline> Su(var)2-HP2[Q2885X] <newline> Su(var)2-HP2[Q2899X] <newline> Su(var)2-HP2[MI15502]	Current	melanogaster	Su(var)2-HP2
Su(var)2-S29	FBgn0015821	Su(var)2-S29[D]	Unannotated	melanogaster	Su(var)2-S29
Su(var)203	FBgn0266058	Su(var)203[203]	Unannotated	melanogaster	Su(var)203
Su(var)204	FBgn0004850	Su(var)204[1]	Unannotated	melanogaster	Su(var)204
Su(var)205	FBgn0003607	Su(var)205[03] <newline> Su(var)205[1] <newline> Su(var)205[1009] <newline> Su(var)205[1097] <newline> Su(var)205[1207] <newline> Su(var)205[149] <newline> Su(var)205[1545] <newline> Su(var)205[2] <newline> Su(var)205[205] <newline> Su(var)205[4] <newline> Su(var)205[5] <newline> Su(var)205[502] <newline> Su(var)205[E39Ar1] <newline> Su(var)205[P4] <newline> Su(var)205[c06825] <newline> Su(var)205[unspecified] <newline> Su(var)205[MB11439] <newline> Su(var)205[0549-G4]	Current	melanogaster	Su(var)205
Su(var)206	FBgn0003608	Su(var)206[unspecified]	Unannotated	melanogaster	Su(var)206
Su(var)208	FBgn0004557	Su(var)208[unspecified]	Unannotated	melanogaster	Su(var)208
Su(var)209	FBgn0003610	Su(var)209[1]	Unannotated	melanogaster	Su(var)209
Su(var)211	FBgn0266056	Su(var)211[211]	Unannotated	melanogaster	Su(var)211
Su(var)212	FBgn0266057	Su(var)212[212]	Unannotated	melanogaster	Su(var)212
Su(var)3-10	FBgn0003601	Su(var)3-10[1] <newline> Su(var)3-10[2] <newline> Su(var)3-10[unspecified]	Unannotated	melanogaster	Su(var)3-10
Su(var)3-13	FBgn0003604	Su(var)3-13[1]	Unannotated	melanogaster	Su(var)3-13
Su(var)3-14	FBgn0003605	Su(var)3-14[3-14]	Unannotated	melanogaster	Su(var)3-14
Su(var)3-2	FBgn0003593	Su(var)3-2[1] <newline> Su(var)3-2[2] <newline> Su(var)3-2[3] <newline> Su(var)3-2[unspecified]	Unannotated	melanogaster	Su(var)3-2
Su(var)3-3	FBgn0260397	Su(var)3-3[1] <newline> Su(var)3-3[10] <newline> Su(var)3-3[11] <newline> Su(var)3-3[12] <newline> Su(var)3-3[DeltaN] <newline> Su(var)3-3[13] <newline> Su(var)3-3[14] <newline> Su(var)3-3[15] <newline> Su(var)3-3[16] <newline> Su(var)3-3[17] <newline> Su(var)3-3[18] <newline> Su(var)3-3[19] <newline> Su(var)3-3[2] <newline> Su(var)3-3[20] <newline> Su(var)3-3[21] <newline> Su(var)3-3[22] <newline> Su(var)3-3[23] <newline> Su(var)3-3[24] <newline> Su(var)3-3[25] <newline> Su(var)3-3[26] <newline> Su(var)3-3[3] <newline> Su(var)3-3[4] <newline> Su(var)3-3[5] <newline> Su(var)3-3[6] <newline> Su(var)3-3[7] <newline> Su(var)3-3[8] <newline> Su(var)3-3[9] <newline> Su(var)3-3[unspecified] <newline> Su(var)3-3[f00678] <newline> Su(var)3-3[EY20557]	Current	melanogaster	Su(var)3-3
Su(var)3-4	FBgn0003595	Su(var)3-4[1] <newline> Su(var)3-4[2] <newline> Su(var)3-4[3] <newline> Su(var)3-4[4] <newline> Su(var)3-4[5] <newline> Su(var)3-4[6] <newline> Su(var)3-4[unspecified]	Unannotated	melanogaster	Su(var)3-4
Su(var)3-5	FBgn0003596	Su(var)3-5[1]	Unannotated	melanogaster	Su(var)3-5
Su(var)3-7	FBgn0003598	Su(var)3-7[1] <newline> Su(var)3-7[DG10405] <newline> Su(var)3-7[P1] <newline> Su(var)3-7[P12] <newline> Su(var)3-7[P2] <newline> Su(var)3-7[P25] <newline> Su(var)3-7[P32] <newline> Su(var)3-7[P43] <newline> Su(var)3-7[P49] <newline> Su(var)3-7[P71] <newline> Su(var)3-7[P9] <newline> Su(var)3-7[unspecified] <newline> Su(var)3-7[R2a8] <newline> Su(var)3-7[14] <newline> Su(var)3-7[7.1A] <newline> Su(var)3-7[9]	Current	melanogaster	Su(var)3-7
Su(var)3-8	FBgn0003599	Su(var)3-8[1] <newline> Su(var)3-8[2] <newline> Su(var)3-8[unspecified]	Unannotated	melanogaster	Su(var)3-8
Su(var)3-9	FBgn0263755	Su(var)3-9[320] <newline> Su(var)3-9[2A5] <newline> Su(var)3-9[309] <newline> Su(var)3-9[318] <newline> Su(var)3-9[324] <newline> Su(var)3-9[325] <newline> Su(var)3-9[376] <newline> Su(var)3-9[evo] <newline> Su(var)3-9[25] <newline> Su(var)3-9[31] <newline> Su(var)3-9[3] <newline> Su(var)3-9[336] <newline> Su(var)3-9[13] <newline> Su(var)3-9[P25] <newline> Su(var)3-9[26] <newline> Su(var)3-9[322] <newline> Su(var)3-9[1] <newline> Su(var)3-9[5] <newline> Su(var)3-9[P17-r2] <newline> Su(var)3-9[28] <newline> Su(var)3-9[16] <newline> Su(var)3-9[20] <newline> Su(var)3-9[29] <newline> Su(var)3-9[17] <newline> Su(var)3-9[1699] <newline> Su(var)3-9[P17] <newline> Su(var)3-9[t4] <newline> Su(var)3-9[NP3153] <newline> Su(var)3-9[14] <newline> Su(var)3-9[6] <newline> Su(var)3-9[22] <newline> Su(var)3-9[24] <newline> Su(var)3-9[19] <newline> Su(var)3-9[23] <newline> Su(var)3-9[4] <newline> Su(var)3-9[P17-r12] <newline> Su(var)3-9[t6] <newline> Su(var)3-9[2] <newline> Su(var)3-9[10] <newline> Su(var)3-9[t3] <newline> Su(var)3-9[33] <newline> Su(var)3-9[ptn] <newline> Su(var)3-9[t2] <newline> Su(var)3-9[15] <newline> Su(var)3-9[unspecified] <newline> Su(var)3-9[18] <newline> Su(var)3-9[7] <newline> Su(var)3-9[8] <newline> Su(var)3-9[9] <newline> Su(var)3-9[t1] <newline> Su(var)3-9[306] <newline> Su(var)3-9[311] <newline> Su(var)3-9[319] <newline> Su(var)3-9[21] <newline> Su(var)3-9[27] <newline> Su(var)3-9[328] <newline> Su(var)3-9[35] <newline> Su(var)3-9[34] <newline> Su(var)3-9[11] <newline> Su(var)3-9[310] <newline> Su(var)3-9[P25-r2] <newline> Su(var)3-9[32] <newline> Su(var)3-9[340] <newline> Su(var)3-9[30] <newline> Su(var)3-9[330] <newline> Su(var)3-9[12] <newline> Su(var)3-9[t5]	Current	melanogaster	Su(var)3-9
Su(var)301	FBgn0266061	Su(var)301[301]	Unannotated	melanogaster	Su(var)301
Su(var)302	FBgn0003623	Su(var)302[unspecified]	Unannotated	melanogaster	Su(var)302
Su(var)304	FBgn0266059	Su(var)304[304]	Unannotated	melanogaster	Su(var)304
Su(var)305	FBgn0266062	Su(var)305[305]	Unannotated	melanogaster	Su(var)305
Su(var)307	FBgn0004558	Su(var)307[unspecified]	Unannotated	melanogaster	Su(var)307
Su(var)309	FBgn0003625	Su(var)309[unspecified]	Unannotated	melanogaster	Su(var)309
Su(var)314	FBgn0003626	Su(var)314[unspecified]	Unannotated	melanogaster	Su(var)314
Su(var)315	FBgn0017485	Su(var)315[unspecified]	Unannotated	melanogaster	Su(var)315
Su(var)316	FBgn0003627	Su(var)316[unspecified]	Unannotated	melanogaster	Su(var)316
Su(var)319	FBgn0003628	Su(var)319[unspecified]	Unannotated	melanogaster	Su(var)319
Su(var)320	FBgn0003629	Su(var)320[unspecified]	Unannotated	melanogaster	Su(var)320
Su(var)321	FBgn0004561	Su(var)321[unspecified]	Unannotated	melanogaster	Su(var)321
Su(var)323	FBgn0003630	Su(var)323[unspecified]	Unannotated	melanogaster	Su(var)323
Su(var)324	FBgn0017484	Su(var)324[unspecified]	Unannotated	melanogaster	Su(var)324
Su(var)325	FBgn0003631	Su(var)325[unspecified]	Unannotated	melanogaster	Su(var)325
Su(var)327	FBgn0003633	Su(var)327[unspecified]	Unannotated	melanogaster	Su(var)327
Su(var)330	FBgn0003635	Su(var)330[unspecified]	Unannotated	melanogaster	Su(var)330
Su(var)333	FBgn0266060	Su(var)333[333]	Unannotated	melanogaster	Su(var)333
Su(var)	FBgn0003585	Su(var)[1]	Unannotated	melanogaster	Su(var)
Su(w - unknown ID - please use IDConverter
Su(z)12	FBgn0020887	Su(z)12[1] <newline> Su(z)12[2] <newline> Su(z)12[3] <newline> Su(z)12[4] <newline> Su(z)12[5] <newline> Su(z)12[daed] <newline> Su(z)12[unspecified] <newline> Su(z)12[33A8] <newline> Su(z)12[33C2] <newline> Su(z)12[33C4] <newline> Su(z)12[33P6] <newline> Su(z)12[974] <newline> Su(z)12[2036]	Current	melanogaster	Su(z)12
